,date,status,age_group,gender,count,rate_per_100000
170,2020-02-29,cases,80+,female,3,0.280031513
171,2020-02-29,cases,80+,all,6,0.330588895
172,2020-02-29,cases,all,male,41,0.2048596
173,2020-02-29,cases,all,female,45,0.22405835
174,2020-02-29,cases,all,all,86,0.214475816
175,2020-02-29,hospitalizations,20 to 29,female,1,0.037850357
176,2020-02-29,hospitalizations,20 to 29,all,1,0.018101484
177,2020-02-29,hospitalizations,40 to 49,male,2,0.07787128
178,2020-02-29,hospitalizations,40 to 49,all,2,0.038974283
179,2020-02-29,hospitalizations,50 to 59,female,1,0.039726286
180,2020-02-29,hospitalizations,50 to 59,all,1,0.020077729
181,2020-02-29,hospitalizations,60 to 69,male,2,0.080680394
182,2020-02-29,hospitalizations,60 to 69,female,4,0.15475624
183,2020-02-29,hospitalizations,60 to 69,all,6,0.11849214
184,2020-02-29,hospitalizations,70 to 79,male,2,0.125002656
185,2020-02-29,hospitalizations,70 to 79,all,2,0.059306669
186,2020-02-29,hospitalizations,80+,male,1,0.134474574
187,2020-02-29,hospitalizations,80+,female,3,0.280031513
188,2020-02-29,hospitalizations,80+,all,4,0.220392596
189,2020-02-29,hospitalizations,all,male,7,0.034976029
190,2020-02-29,hospitalizations,all,female,9,0.04481167
191,2020-02-29,hospitalizations,all,all,16,0.039902477
192,2020-02-29,icu,40 to 49,male,1,0.03893564
193,2020-02-29,icu,40 to 49,all,1,0.019487141
194,2020-02-29,icu,50 to 59,female,1,0.039726286
195,2020-02-29,icu,50 to 59,all,1,0.020077729
196,2020-02-29,icu,60 to 69,male,1,0.040340197
197,2020-02-29,icu,60 to 69,female,2,0.07737812
198,2020-02-29,icu,60 to 69,all,3,0.05924607
199,2020-02-29,icu,70 to 79,male,1,0.062501328
200,2020-02-29,icu,70 to 79,all,1,0.029653335
201,2020-02-29,icu,80+,female,2,0.186687675
202,2020-02-29,icu,80+,all,2,0.110196298
203,2020-02-29,icu,all,male,3,0.014989727
204,2020-02-29,icu,all,female,5,0.024895372
205,2020-02-29,icu,all,all,8,0.019951239
206,2020-03-07,cases,0 to 11,male,3,0.120019971
207,2020-03-07,cases,0 to 11,female,2,0.084190285
208,2020-03-07,cases,0 to 11,all,5,0.102560842
209,2020-03-07,cases,12 to 19,male,2,0.109357503
210,2020-03-07,cases,12 to 19,female,3,0.174344812
211,2020-03-07,cases,12 to 19,all,5,0.14086126
212,2020-03-07,cases,20 to 29,male,11,0.38162298
213,2020-03-07,cases,20 to 29,female,19,0.719156785
214,2020-03-07,cases,20 to 29,all,30,0.543044514
215,2020-03-07,cases,30 to 39,male,31,1.05136209
216,2020-03-07,cases,30 to 39,female,29,1.022226374
217,2020-03-07,cases,30 to 39,all,60,1.037075268
218,2020-03-07,cases,40 to 49,male,34,1.323811752
219,2020-03-07,cases,40 to 49,female,25,0.975325056
220,2020-03-07,cases,40 to 49,all,59,1.149741337
221,2020-03-07,cases,50 to 59,male,34,1.380196134
222,2020-03-07,cases,50 to 59,female,40,1.589051436
223,2020-03-07,cases,50 to 59,all,74,1.48575194
224,2020-03-07,cases,60 to 69,male,34,1.371566696
225,2020-03-07,cases,60 to 69,female,29,1.121982737
226,2020-03-07,cases,60 to 69,all,63,1.244167471
227,2020-03-07,cases,70 to 79,male,19,1.187525235
228,2020-03-07,cases,70 to 79,female,21,1.184876908
229,2020-03-07,cases,70 to 79,all,40,1.186133389
230,2020-03-07,cases,80+,male,11,1.479220316
231,2020-03-07,cases,80+,female,12,1.120126052
232,2020-03-07,cases,80+,all,23,1.267257429
233,2020-03-07,cases,all,male,179,0.894387032
234,2020-03-07,cases,all,female,180,0.8962334
235,2020-03-07,cases,all,all,359,0.895311836
236,2020-03-07,hospitalizations,20 to 29,female,1,0.037850357
237,2020-03-07,hospitalizations,20 to 29,all,1,0.018101484
238,2020-03-07,hospitalizations,30 to 39,male,3,0.101744718
239,2020-03-07,hospitalizations,30 to 39,all,3,0.051853763
240,2020-03-07,hospitalizations,40 to 49,male,8,0.311485118
241,2020-03-07,hospitalizations,40 to 49,female,4,0.156052009
242,2020-03-07,hospitalizations,40 to 49,all,12,0.233845696
243,2020-03-07,hospitalizations,50 to 59,male,4,0.162376016
244,2020-03-07,hospitalizations,50 to 59,female,3,0.119178858
245,2020-03-07,hospitalizations,50 to 59,all,7,0.140544102
246,2020-03-07,hospitalizations,60 to 69,male,12,0.484082363
247,2020-03-07,hospitalizations,60 to 69,female,5,0.1934453
248,2020-03-07,hospitalizations,60 to 69,all,17,0.33572773
249,2020-03-07,hospitalizations,70 to 79,male,10,0.625013282
250,2020-03-07,hospitalizations,70 to 79,female,4,0.22569084
251,2020-03-07,hospitalizations,70 to 79,all,14,0.415146686
252,2020-03-07,hospitalizations,80+,male,8,1.075796594
253,2020-03-07,hospitalizations,80+,female,4,0.373375351
254,2020-03-07,hospitalizations,80+,all,12,0.661177789
255,2020-03-07,hospitalizations,all,male,45,0.224845902
256,2020-03-07,hospitalizations,all,female,21,0.104560563
257,2020-03-07,hospitalizations,all,all,66,0.164597719
258,2020-03-07,icu,30 to 39,male,1,0.033914906
259,2020-03-07,icu,30 to 39,all,1,0.017284588
260,2020-03-07,icu,40 to 49,male,2,0.07787128
261,2020-03-07,icu,40 to 49,female,2,0.078026005
262,2020-03-07,icu,40 to 49,all,4,0.077948565
263,2020-03-07,icu,50 to 59,male,2,0.081188008
264,2020-03-07,icu,50 to 59,female,2,0.079452572
265,2020-03-07,icu,50 to 59,all,4,0.080310916
266,2020-03-07,icu,60 to 69,male,5,0.201700985
267,2020-03-07,icu,60 to 69,female,3,0.11606718
268,2020-03-07,icu,60 to 69,all,8,0.15798952
269,2020-03-07,icu,70 to 79,male,5,0.312506641
270,2020-03-07,icu,70 to 79,female,2,0.11284542
271,2020-03-07,icu,70 to 79,all,7,0.207573343
272,2020-03-07,icu,80+,male,1,0.134474574
273,2020-03-07,icu,80+,female,1,0.093343838
274,2020-03-07,icu,80+,all,2,0.110196298
275,2020-03-07,icu,all,male,16,0.07994521
276,2020-03-07,icu,all,female,10,0.049790744
277,2020-03-07,icu,all,all,26,0.064841526
278,2020-03-07,deaths,50 to 59,male,1,0.040594004
279,2020-03-07,deaths,50 to 59,female,1,0.039726286
280,2020-03-07,deaths,50 to 59,all,2,0.040155458
281,2020-03-07,deaths,60 to 69,male,2,0.080680394
282,2020-03-07,deaths,60 to 69,all,2,0.03949738
283,2020-03-07,deaths,70 to 79,male,1,0.062501328
284,2020-03-07,deaths,70 to 79,female,2,0.11284542
285,2020-03-07,deaths,70 to 79,all,3,0.088960004
286,2020-03-07,deaths,80+,male,5,0.672372871
287,2020-03-07,deaths,80+,female,5,0.466719188
288,2020-03-07,deaths,80+,all,10,0.550981491
289,2020-03-07,deaths,all,male,9,0.04496918
290,2020-03-07,deaths,all,female,8,0.039832596
291,2020-03-07,deaths,all,all,17,0.042396382
292,2020-03-14,cases,0 to 11,male,25,1.000166428
293,2020-03-14,cases,0 to 11,female,10,0.420951426
294,2020-03-14,cases,0 to 11,all,35,0.717925892
295,2020-03-14,cases,12 to 19,male,15,0.820181271
296,2020-03-14,cases,12 to 19,female,16,0.929838998
297,2020-03-14,cases,12 to 19,all,31,0.873339809
298,2020-03-14,cases,20 to 29,male,98,3.399913823
299,2020-03-14,cases,20 to 29,female,107,4.04998821
300,2020-03-14,cases,20 to 29,all,205,3.710804178
301,2020-03-14,cases,30 to 39,male,146,4.951576297
302,2020-03-14,cases,30 to 39,female,119,4.194653051
303,2020-03-14,cases,30 to 39,all,265,4.580415767
304,2020-03-14,cases,40 to 49,male,168,6.541187483
305,2020-03-14,cases,40 to 49,female,120,4.68156027
306,2020-03-14,cases,40 to 49,all,288,5.612296698
307,2020-03-14,cases,50 to 59,male,156,6.332664615
308,2020-03-14,cases,50 to 59,female,157,6.237026885
309,2020-03-14,cases,50 to 59,all,313,6.284329152
310,2020-03-14,cases,60 to 69,male,122,4.921504028
311,2020-03-14,cases,60 to 69,female,116,4.487930948
312,2020-03-14,cases,60 to 69,all,238,4.700188225
313,2020-03-14,cases,70 to 79,male,62,3.875082345
314,2020-03-14,cases,70 to 79,female,85,4.795930343
315,2020-03-14,cases,70 to 79,all,147,4.359040205
316,2020-03-14,cases,80+,male,38,5.11003382
317,2020-03-14,cases,80+,female,29,2.706971291
318,2020-03-14,cases,80+,all,67,3.691575989
319,2020-03-14,cases,all,male,830,4.147157745
320,2020-03-14,cases,all,female,759,3.779117503
321,2020-03-14,cases,all,all,1589,3.962814782
322,2020-03-14,hospitalizations,0 to 11,male,2,0.080013314
323,2020-03-14,hospitalizations,0 to 11,female,1,0.042095143
324,2020-03-14,hospitalizations,0 to 11,all,3,0.061536505
325,2020-03-14,hospitalizations,12 to 19,male,2,0.109357503
326,2020-03-14,hospitalizations,12 to 19,all,2,0.056344504
327,2020-03-14,hospitalizations,20 to 29,male,8,0.277543986
328,2020-03-14,hospitalizations,20 to 29,female,4,0.151401428
329,2020-03-14,hospitalizations,20 to 29,all,12,0.217217806
330,2020-03-14,hospitalizations,30 to 39,male,11,0.373063968
331,2020-03-14,hospitalizations,30 to 39,female,7,0.246744297
332,2020-03-14,hospitalizations,30 to 39,all,18,0.31112258
333,2020-03-14,hospitalizations,40 to 49,male,22,0.856584075
334,2020-03-14,hospitalizations,40 to 49,female,7,0.273091016
335,2020-03-14,hospitalizations,40 to 49,all,29,0.565127098
336,2020-03-14,hospitalizations,50 to 59,male,36,1.461384142
337,2020-03-14,hospitalizations,50 to 59,female,25,0.993157147
338,2020-03-14,hospitalizations,50 to 59,all,61,1.224741464
339,2020-03-14,hospitalizations,60 to 69,male,35,1.411906893
340,2020-03-14,hospitalizations,60 to 69,female,18,0.696403078
341,2020-03-14,hospitalizations,60 to 69,all,53,1.046680571
342,2020-03-14,hospitalizations,70 to 79,male,31,1.937541173
343,2020-03-14,hospitalizations,70 to 79,female,38,2.144062977
344,2020-03-14,hospitalizations,70 to 79,all,69,2.046080096
345,2020-03-14,hospitalizations,80+,male,21,2.823966059
346,2020-03-14,hospitalizations,80+,female,8,0.746750701
347,2020-03-14,hospitalizations,80+,all,29,1.597846324
348,2020-03-14,hospitalizations,all,male,168,0.8394247
349,2020-03-14,hospitalizations,all,female,108,0.53774004
350,2020-03-14,hospitalizations,all,all,276,0.688317734
351,2020-03-14,icu,0 to 11,male,1,0.040006657
352,2020-03-14,icu,0 to 11,all,1,0.020512168
353,2020-03-14,icu,12 to 19,male,1,0.054678751
354,2020-03-14,icu,12 to 19,all,1,0.028172252
355,2020-03-14,icu,20 to 29,male,2,0.069385996
356,2020-03-14,icu,20 to 29,female,1,0.037850357
357,2020-03-14,icu,20 to 29,all,3,0.054304451
358,2020-03-14,icu,30 to 39,male,3,0.101744718
359,2020-03-14,icu,30 to 39,female,1,0.035249185
360,2020-03-14,icu,30 to 39,all,4,0.069138351
361,2020-03-14,icu,40 to 49,male,9,0.350420758
362,2020-03-14,icu,40 to 49,female,4,0.156052009
363,2020-03-14,icu,40 to 49,all,13,0.253332837
364,2020-03-14,icu,50 to 59,male,21,0.852474083
365,2020-03-14,icu,50 to 59,female,10,0.397262859
366,2020-03-14,icu,50 to 59,all,31,0.622409597
367,2020-03-14,icu,60 to 69,male,23,0.92782453
368,2020-03-14,icu,60 to 69,female,10,0.386890599
369,2020-03-14,icu,60 to 69,all,33,0.651706771
370,2020-03-14,icu,70 to 79,male,20,1.250026563
371,2020-03-14,icu,70 to 79,female,15,0.846340649
372,2020-03-14,icu,70 to 79,all,35,1.037866715
373,2020-03-14,icu,80+,male,7,0.94132202
374,2020-03-14,icu,80+,female,3,0.280031513
375,2020-03-14,icu,80+,all,10,0.550981491
376,2020-03-14,icu,all,male,87,0.434702077
377,2020-03-14,icu,all,female,44,0.219079276
378,2020-03-14,icu,all,all,131,0.326701533
379,2020-03-14,deaths,30 to 39,male,1,0.033914906
380,2020-03-14,deaths,30 to 39,all,1,0.017284588
381,2020-03-14,deaths,40 to 49,male,2,0.07787128
382,2020-03-14,deaths,40 to 49,all,2,0.038974283
383,2020-03-14,deaths,50 to 59,male,2,0.081188008
384,2020-03-14,deaths,50 to 59,all,2,0.040155458
385,2020-03-14,deaths,60 to 69,male,5,0.201700985
386,2020-03-14,deaths,60 to 69,female,4,0.15475624
387,2020-03-14,deaths,60 to 69,all,9,0.17773821
388,2020-03-14,deaths,70 to 79,male,13,0.812517266
389,2020-03-14,deaths,70 to 79,female,4,0.22569084
390,2020-03-14,deaths,70 to 79,all,17,0.50410669
391,2020-03-14,deaths,80+,male,10,1.344745742
392,2020-03-14,deaths,80+,female,4,0.373375351
393,2020-03-14,deaths,80+,all,14,0.771374087
394,2020-03-14,deaths,all,male,33,0.164886995
395,2020-03-14,deaths,all,female,12,0.059748893
396,2020-03-14,deaths,all,all,45,0.112225718
397,2020-03-21,cases,0 to 11,male,43,1.720286256
398,2020-03-21,cases,0 to 11,female,34,1.431234848
399,2020-03-21,cases,0 to 11,all,77,1.579436961
400,2020-03-21,cases,12 to 19,male,51,2.788616321
401,2020-03-21,cases,12 to 19,female,44,2.557057246
402,2020-03-21,cases,12 to 19,all,96,2.704536183
403,2020-03-21,cases,12 to 19,other,1,NA
404,2020-03-21,cases,20 to 29,male,239,8.291626567
405,2020-03-21,cases,20 to 29,female,288,10.90090284
406,2020-03-21,cases,20 to 29,all,527,9.539481961
407,2020-03-21,cases,30 to 39,male,326,11.0562594
408,2020-03-21,cases,30 to 39,female,304,10.71575233
409,2020-03-21,cases,30 to 39,all,630,10.88929031
410,2020-03-21,cases,40 to 49,male,333,12.96556805
411,2020-03-21,cases,40 to 49,female,332,12.95231675
412,2020-03-21,cases,40 to 49,all,665,12.95894897
413,2020-03-21,cases,50 to 59,male,409,16.60294761
414,2020-03-21,cases,50 to 59,female,419,16.64531379
415,2020-03-21,cases,50 to 59,all,828,16.62435955
416,2020-03-21,cases,60 to 69,male,374,15.08723366
417,2020-03-21,cases,60 to 69,female,317,12.26443199
418,2020-03-21,cases,60 to 69,all,691,13.6463448
419,2020-03-21,cases,70 to 79,male,215,13.43778555
420,2020-03-21,cases,70 to 79,female,158,8.914788167
421,2020-03-21,cases,70 to 79,all,373,11.06069385
422,2020-03-21,cases,80+,male,103,13.85088114
423,2020-03-21,cases,80+,female,140,13.06813727
424,2020-03-21,cases,80+,all,243,13.38885023
425,2020-03-21,cases,all,male,2093,10.45783272
426,2020-03-21,cases,all,female,2036,10.13739557
427,2020-03-21,cases,all,all,4130,10.29982697
428,2020-03-21,cases,all,other,1,NA
429,2020-03-21,hospitalizations,0 to 11,male,1,0.040006657
430,2020-03-21,hospitalizations,0 to 11,all,1,0.020512168
431,2020-03-21,hospitalizations,12 to 19,male,1,0.054678751
432,2020-03-21,hospitalizations,12 to 19,female,1,0.058114937
433,2020-03-21,hospitalizations,12 to 19,all,2,0.056344504
434,2020-03-21,hospitalizations,20 to 29,male,13,0.451008977
435,2020-03-21,hospitalizations,20 to 29,female,7,0.2649525
436,2020-03-21,hospitalizations,20 to 29,all,20,0.362029676
437,2020-03-21,hospitalizations,30 to 39,male,24,0.813957748
438,2020-03-21,hospitalizations,30 to 39,female,24,0.845980447
439,2020-03-21,hospitalizations,30 to 39,all,48,0.829660214
440,2020-03-21,hospitalizations,40 to 49,male,47,1.82997507
441,2020-03-21,hospitalizations,40 to 49,female,24,0.936312054
442,2020-03-21,hospitalizations,40 to 49,all,71,1.383587033
443,2020-03-21,hospitalizations,50 to 59,male,82,3.328708323
444,2020-03-21,hospitalizations,50 to 59,female,39,1.54932515
445,2020-03-21,hospitalizations,50 to 59,all,121,2.429405199
446,2020-03-21,hospitalizations,60 to 69,male,98,3.953339301
447,2020-03-21,hospitalizations,60 to 69,female,60,2.321343594
448,2020-03-21,hospitalizations,60 to 69,all,158,3.120293023
449,2020-03-21,hospitalizations,70 to 79,male,95,5.937626175
450,2020-03-21,hospitalizations,70 to 79,female,55,3.103249045
451,2020-03-21,hospitalizations,70 to 79,all,150,4.448000209
452,2020-03-21,hospitalizations,80+,male,49,6.589254137
453,2020-03-21,hospitalizations,80+,female,42,3.92044118
454,2020-03-21,hospitalizations,80+,all,91,5.013931567
455,2020-03-21,hospitalizations,all,male,410,2.048595995
456,2020-03-21,hospitalizations,all,female,252,1.25472676
457,2020-03-21,hospitalizations,all,all,662,1.650965
458,2020-03-21,icu,20 to 29,male,3,0.104078995
459,2020-03-21,icu,20 to 29,female,2,0.075700714
460,2020-03-21,icu,20 to 29,all,5,0.090507419
461,2020-03-21,icu,30 to 39,male,8,0.271319249
462,2020-03-21,icu,30 to 39,female,3,0.105747556
463,2020-03-21,icu,30 to 39,all,11,0.190130466
464,2020-03-21,icu,40 to 49,male,13,0.506163317
465,2020-03-21,icu,40 to 49,female,5,0.195065011
466,2020-03-21,icu,40 to 49,all,18,0.350768544
467,2020-03-21,icu,50 to 59,male,31,1.258414122
468,2020-03-21,icu,50 to 59,female,12,0.476715431
469,2020-03-21,icu,50 to 59,all,43,0.863342344
470,2020-03-21,icu,60 to 69,male,61,2.460752014
471,2020-03-21,icu,60 to 69,female,22,0.851159318
472,2020-03-21,icu,60 to 69,all,83,1.639141272
473,2020-03-21,icu,70 to 79,male,48,3.000063751
474,2020-03-21,icu,70 to 79,female,20,1.128454198
475,2020-03-21,icu,70 to 79,all,68,2.016426761
476,2020-03-21,icu,80+,male,15,2.017118613
477,2020-03-21,icu,80+,female,6,0.560063026
478,2020-03-21,icu,80+,all,21,1.157061131
479,2020-03-21,icu,all,male,179,0.894387032
480,2020-03-21,icu,all,female,70,0.348535211
481,2020-03-21,icu,all,all,249,0.620982304
482,2020-03-21,deaths,20 to 29,female,1,0.037850357
483,2020-03-21,deaths,20 to 29,all,1,0.018101484
484,2020-03-21,deaths,30 to 39,male,2,0.067829812
485,2020-03-21,deaths,30 to 39,all,2,0.034569176
486,2020-03-21,deaths,40 to 49,male,3,0.116806919
487,2020-03-21,deaths,40 to 49,all,3,0.058461424
488,2020-03-21,deaths,50 to 59,male,8,0.324752032
489,2020-03-21,deaths,50 to 59,female,3,0.119178858
490,2020-03-21,deaths,50 to 59,all,11,0.220855018
491,2020-03-21,deaths,60 to 69,male,18,0.726123545
492,2020-03-21,deaths,60 to 69,female,7,0.270823419
493,2020-03-21,deaths,60 to 69,all,25,0.493717251
494,2020-03-21,deaths,70 to 79,male,29,1.812538516
495,2020-03-21,deaths,70 to 79,female,13,0.733495229
496,2020-03-21,deaths,70 to 79,all,42,1.245440058
